celebrity_name,ballroom_partner,season,placement,results,week,total_score,n_judges,max_score,normalized,pct
"Nicole ""Snooki"" Polizzi",Sasha Farber,17,8,Eliminated Week 7,5,27.0,3,30,0.9,90.0
Jack Osbourne,Cheryl Burke,17,3,3rd Place,5,27.0,3,30,0.9,90.0
Danica McKellar,Valentin Chmerkovskiy,18,6,Eliminated Week 8,5,39.0,4,40,0.975,97.5
James Maslow,Peta Murgatroyd,18,4,Eliminated Week 10,5,40.0,4,40,1.0,100.0
Candace Cameron Bure,Mark Ballas,18,3,3rd Place,5,35.0,4,40,0.875,87.5
Charlie White,Sharna Burgess,18,5,Eliminated Week 9,5,37.0,4,40,0.925,92.5
Amy Purdy,Derek Hough,18,2,2nd Place,5,37.0,4,40,0.925,92.5
Meryl Davis,Maksim Chmerkoskiy,18,1,1st Place,5,36.0,4,40,0.9,90.0
Drew Carey,Cheryl Burke,18,8,Eliminated Week 6,5,28.0,4,40,0.7,70.0
Cody Simpson,Witney Carson,18,9,Eliminated Week 5,5,34.0,4,40,0.85,85.0
NeNe Leakes,Tony Dovolani,18,7,Eliminated Week 7,5,36.0,4,40,0.9,90.0
Antonio Sabato Jr.,Cheryl Burke,19,8,Eliminated Week 7,5,28.0,4,40,0.7,70.0
Jonathan Bennett,Allison Holker,19,9,Eliminated Week 6,5,24.0,4,40,0.6,60.0
Lea Thompson,Artem Chigvintsev,19,6,Eliminated Week 9,5,34.0,4,40,0.85,85.0
Janel Parrish,Valentin Chmerkovskiy,19,3,3rd Place,5,33.0,4,40,0.825,82.5
Alfonso Ribeiro,Witney Carson,19,1,1st Place,5,34.0,4,40,0.85,85.0
Tommy Chong,Peta Murgatroyd,19,5,Eliminated Week 10,5,23.0,4,40,0.575,57.5
Michael Waltrip,Emma Slater,19,7,Eliminated Week 8,5,20.0,4,40,0.5,50.0
Bethany Mota,Derek Hough,19,4,Eliminated Week 11,5,32.0,4,40,0.8,80.0
Sadie Robertson,Mark Ballas,19,2,2nd Place,5,36.0,4,40,0.9,90.0
Suzanne Somers,Tony Dovolani,20,9,Eliminated Week 5,5,28.0,4,40,0.7,70.0
Willow Shields,Mark Ballas,20,7,Eliminated Week 7,5,34.0,4,40,0.85,85.0
Riker Lynch,Allison Holker,20,2,2nd Place,5,38.0,4,40,0.95,95.0
Rumer Willis,Valentin Chmerkovskiy,20,1,1st Place,5,39.0,4,40,0.975,97.5
Nastia Liukin,Derek Hough,20,4,Eliminated Week 9,5,38.0,4,40,0.95,95.0
Robert Herjavec,Kym Johnson,20,6,Eliminated Week 8,5,24.0,4,40,0.6,60.0
Noah Galloway,Sharna Burgess,20,3,3rd Place,5,28.0,4,40,0.7,70.0
Patti LaBelle,Artem Chigvintsev,20,8,Eliminated Week 6,5,27.0,4,40,0.675,67.5
Chris Soules,Witney Carson,20,5,Eliminated Week 8,5,27.0,4,40,0.675,67.5
Alexa PenaVega,Mark Ballas,21,6,Eliminated Week 9,5,40.0,4,40,1.0,100.0
Carlos PenaVega,Witney Carson,21,4,Eliminated Week 11,5,39.0,4,40,0.975,97.5
Alek Skarlatos,Lindsay Arnold,21,3,3rd Place,5,29.0,4,40,0.725,72.5
Andy Grammer,Allison Holker,21,7,Eliminated Week 8,5,36.0,4,40,0.9,90.0
Tamar Braxton,Valentin Chmerkovskiy,21,5,Withdrew,5,29.0,4,40,0.725,72.5
Nick Carter,Sharna Burgess,21,2,2nd Place,5,35.0,4,40,0.875,87.5
Hayes Grier,Emma Slater,21,8,Eliminated Week 7,5,30.0,4,40,0.75,75.0
Bindi Irwin,Derek Hough,21,1,1st Place,5,37.0,4,40,0.925,92.5
Paula Deen,Louis van Amstel,21,9,Eliminated Week 6,5,26.0,4,40,0.65,65.0
Kim Fields,Sasha Farber,22,8,Eliminated Week 7,5,28.0,4,40,0.7,70.0
Jodie Sweetin,Keo Motsepe,22,6,Eliminated Week 8,5,35.0,4,40,0.875,87.5
Doug Flutie,Karina Smirnoff,22,9,Eliminated Week 6,5,28.0,4,40,0.7,70.0
Von Miller,Witney Carson,22,7,Eliminated Week 7,5,29.0,4,40,0.725,72.5
Antonio Brown,Sharna Burgess,22,5,Eliminated Week 9,5,26.0,4,40,0.65,65.0
Paige VanZant,Mark Ballas,22,2,2nd Place,5,31.0,4,40,0.775,77.5
Nyle DiMarco,Peta Murgatroyd,22,1,1st Place,5,37.0,4,40,0.925,92.5
Ginger Zee,Valentin Chmerkovskiy,22,3,3rd Place,5,32.0,4,40,0.8,80.0
Wanya Morris,Lindsay Arnold,22,4,Eliminated Week 9,5,30.0,4,40,0.75,75.0
Maureen McCormick,Artem Chigvintsev,23,8,Eliminated Week 7,5,24.0,3,30,0.8,80.0
Marilu Henner,Derek Hough,23,6,Eliminated Week 9,5,27.0,3,30,0.9,90.0
Ryan Lochte,Cheryl Burke,23,7,Eliminated Week 8,5,24.0,3,30,0.8,80.0
Calvin Johnson Jr.,Lindsay Arnold,23,3,3rd Place,5,24.0,3,30,0.8,80.0
Laurie Hernandez,Valentin Chmerkovskiy,23,1,1st Place,5,25.0,3,30,0.8333,83.33
Amber Rose,Maksim Chmerkoskiy,23,9,Eliminated Week 6,5,24.0,3,30,0.8,80.0
James Hinchcliffe,Sharna Burgess,23,2,2nd Place,5,29.0,3,30,0.9667,96.67
Jana Kramer,Gleb Savchenko,23,4,Eliminated Week 11,5,26.0,3,30,0.8667,86.67
Terra Jole,Sasha Farber,23,5,Eliminated Week 10,5,27.0,3,30,0.9,90.0
Heather Morris,Maksim Chmerkoskiy,24,8,Eliminated Week 6,5,34.0,4,40,0.85,85.0
Nancy Kerrigan,Artem Chigvintsev,24,7,Eliminated Week 7,5,36.0,4,40,0.9,90.0
Bonner Bolton,Sharna Burgess,24,5,Eliminated Week 8,5,30.0,4,40,0.75,75.0
Simone Biles,Sasha Farber,24,4,Eliminated Week 9,5,38.0,4,40,0.95,95.0
David Ross,Lindsay Arnold,24,2,2nd Place,5,29.0,4,40,0.725,72.5
Rashad Jennings,Emma Slater,24,1,1st Place,5,32.0,4,40,0.8,80.0
Erika Jayne,Gleb Savchenko,24,9,Eliminated Week 5,5,32.0,4,40,0.8,80.0
Normani,Valentin Chmerkovskiy,24,3,3rd Place,5,39.0,4,40,0.975,97.5
Nick Viall,Peta Murgatroyd,24,6,Eliminated Week 7,5,34.0,4,40,0.85,85.0
Sasha Pieterse,Gleb Savchenko,25,10,Eliminated Week 5,5,24.0,3,30,0.8,80.0
Frankie Muniz,Witney Carson,25,3,3rd Place,5,29.0,3,30,0.9667,96.67
Jordan Fisher,Lindsay Arnold,25,1,1st Place,5,30.0,3,30,1.0,100.0
Nikki Bella,Artem Chigvintsev,25,8,Eliminated Week 7,5,27.0,3,30,0.9,90.0
Terrell Owens,Cheryl Burke,25,6,Eliminated Week 8,5,25.0,3,30,0.8333,83.33
Victoria Arlen,Valentin Chmerkovskiy,25,5,Eliminated Week 9,5,27.0,3,30,0.9,90.0
Lindsey Stirling,Mark Ballas,25,2,2nd Place,5,28.0,3,30,0.9333,93.33
Nick Lachey,Peta Murgatroyd,25,9,Eliminated Week 6,5,22.0,3,30,0.7333,73.33
Drew Scott,Emma Slater,25,4,Eliminated Week 10,5,25.0,3,30,0.8333,83.33
Vanessa Lachey,Maksim Chmerkoskiy,25,7,Eliminated Week 7,5,24.0,3,30,0.8,80.0
Juan Pablo Di Pace,Cheryl Burke,27,5,Eliminated Week 8,5,29.0,3,30,0.9667,96.67
Evanna Lynch,Keo Motsepe,27,3,3rd Place,5,24.0,3,30,0.8,80.0
John Schneider,Emma Slater,27,8,Eliminated Week 7,5,24.0,3,30,0.8,80.0
Milo Manheim,Witney Carson,27,2,2nd Place,5,27.0,3,30,0.9,90.0
Mary Lou Retton,Sasha Farber,27,9,Eliminated Week 6,5,25.0,3,30,0.8333,83.33
DeMarcus Ware,Lindsay Arnold,27,7,Eliminated Week 7,5,26.0,3,30,0.8667,86.67
Bobby Bones,Sharna Burgess,27,1,1st Place,5,21.0,3,30,0.7,70.0
Alexis Ren,Alan Bersten,27,4,4th Place,5,29.0,3,30,0.9667,96.67
Joe Amabile,Jenna Johnson,27,6,Eliminated Week 8,5,17.0,3,30,0.5667,56.67
Kate Flannery,Pasha Pashkov,28,7,Eliminated Week 8,5,24.0,3,30,0.8,80.0
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,5,26.0,3,30,0.8667,86.67
Kel Mitchell,Witney Carson,28,2,2nd Place,5,26.0,3,30,0.8667,86.67
Sailor Brinkley-Cook,Valentin Chmerkovskiy,28,9,Eliminated Week 6,5,24.0,3,30,0.8,80.0
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,5,19.0,3,30,0.6333,63.33
Lauren Alaina,Gleb Savchenko,28,4,4th Place,5,23.0,3,30,0.7667,76.67
Ally Brooke,Sasha Farber,28,3,3rd Place,5,27.0,3,30,0.9,90.0
Karamo Brown,Jenna Johnson,28,8,Eliminated Week 7,5,21.0,3,30,0.7,70.0
Hannah Brown,Alan Bersten,28,1,1st Place,5,25.0,3,30,0.8333,83.33
Jesse Metcalfe,Sharna Burgess,29,12,Eliminated Week 5,5,19.0,3,30,0.6333,63.33
Chrishell Stause,Gleb Savchenko,29,8,Eliminated Week 8,5,19.0,3,30,0.6333,63.33
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,5,24.0,3,30,0.8,80.0
Justina Machado,Sasha Farber,29,4,4th Place,5,24.0,3,30,0.8,80.0
Veron Davis,Peta Murgatroyd,29,11,Eliminated Week 6,5,21.0,3,30,0.7,70.0
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,5,29.0,3,30,0.9667,96.67
Nev Schulman,Jenna Johnson,29,2,2nd Place,5,26.0,3,30,0.8667,86.67
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,5,24.0,3,30,0.8,80.0
Nelly,Daniella Karagach,29,3,3rd Place,5,24.0,3,30,0.8,80.0
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,5,27.0,3,30,0.9,90.0
Monica Aldama,Valentin Chmerkovskiy,29,10,Eliminated Week 7,5,26.0,3,30,0.8667,86.67
Jeannie Mai,Brandon Armstrong,29,9,Withdrew,5,24.0,3,30,0.8,80.0
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,5,36.0,4,40,0.9,90.0
"Mike ""The Miz"" Mizanin",Witney Carson,30,9,Eliminated Week 7,5,32.0,4,40,0.8,80.0
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,5,36.0,4,40,0.9,90.0
Iman Shumpert,Daniella Karagach,30,1,1st Place,5,28.0,4,40,0.7,70.0
Cody Rigsby,Cheryl Burke,30,3,3rd Place,5,32.0,4,40,0.8,80.0
Melanie C,Gleb Savchenko,30,11,Eliminated Week 5,5,36.0,4,40,0.9,90.0
Jimmie Allen,Emma Slater,30,7,Eliminated Week 8,5,34.0,4,40,0.85,85.0
Olivia Jade,Valentin Chmerkovskiy,30,8,Eliminated Week 8,5,36.0,4,40,0.9,90.0
JoJo Siwa,Jenna Johnson,30,2,2nd Place,5,40.0,4,40,1.0,100.0
Kenya Moore,Brandon Armstrong,30,10,Eliminated Week 6,5,36.0,4,40,0.9,90.0
Amanda Kloots,Alan Bersten,30,4,4th Place,5,39.0,4,40,0.975,97.5
Selma Blair,Sasha Farber,31,12,Withdrew,5,40.0,4,40,1.0,100.0
Joseph Baena,Daniella Karagach,31,11,Eliminated Week 5,5,35.0,4,40,0.875,87.5
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,5,36.0,4,40,0.9,90.0
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,5,33.5,4,40,0.8375,83.75
Wayne Brady,Witney Carson,31,3,3rd Place,5,41.0,4,40,1.025,102.5
Jessie James Decker,Alan Bersten,31,10,Eliminated Week 6,5,36.0,4,40,0.9,90.0
Jordin Sparks,Brandon Armstrong,31,9,Eliminated Week 7,5,35.5,4,40,0.8875,88.75
Heidi D'Amelio,Artem Chigvintsev,31,8,Eliminated Week 8,5,39.0,4,40,0.975,97.5
Charli D'Amelio,Mark Ballas,31,1,1st Place,5,42.0,4,40,1.05,105.0
Vinny Guadagnino,Koko Iwasaki,31,7,Eliminated Week 8,5,31.0,4,40,0.775,77.5
Shangela,Gleb Savchenko,31,4,4th Place,5,38.5,4,40,0.9625,96.25
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,5,41.0,4,40,1.025,102.5
Mira Sorvino,Gleb Savchenko,32,10,Eliminated Week 5,5,22.0,3,30,0.7333,73.33
Barry Williams,Peta Murgatroyd,32,7,Eliminated Week 8,5,24.0,3,30,0.8,80.0
Alyson Hannigan,Sasha Farber,32,5,5th Place,5,21.0,3,30,0.7,70.0
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,5,28.0,3,30,0.9333,93.33
Jason Mraz,Daniella Karagach,32,2,2nd Place,5,27.0,3,30,0.9,90.0
Lele Pons,Brandon Armstrong,32,8,Eliminated Week 7,5,24.0,3,30,0.8,80.0
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,5,18.0,3,30,0.6,60.0
Mauricio Umansky,Emma Slater,32,9,Eliminated Week 6,5,24.0,3,30,0.8,80.0
Charity Lawson,Artem Chigvintsev,32,4,4th Place,5,28.0,3,30,0.9333,93.33
Ariana Madix,Pasha Pashkov,32,3,3rd Place,5,24.0,3,30,0.8,80.0
Chandler Kinney,Brandon Armstrong,33,3,3rd Place,5,27.0,3,30,0.9,90.0
Dwight Howard ,Daniella Karagach,33,6,Eliminated Week 7,5,24.0,3,30,0.8,80.0
Danny Amendola,Witney Carson,33,5,5th Place,5,25.5,3,30,0.85,85.0
Stephen Nedoroscik,Rylee Arnold,33,4,4th Place,5,24.0,3,30,0.8,80.0
Ilona Maher,Alan Bersten,33,2,2nd Place,5,26.0,3,30,0.8667,86.67
Phaedra Parks,Val Chmerkovskiy,33,8,Eliminated Week 5,5,24.0,3,30,0.8,80.0
Jenn Tran,Sasha Farber,33,7,Eliminated Week 6,5,25.5,3,30,0.85,85.0
Joey Graziadei,Jenna Johnson,33,1,1st Place,5,26.0,3,30,0.8667,86.67
Danielle Fishel,Pasha Pashkov,34,8,Eliminated Week 8,5,29.0,4,40,0.725,72.5
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,5th Place,5,30.0,4,40,0.75,75.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,3rd Place,5,32.0,4,40,0.8,80.0
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,Eliminated Week 9,5,24.0,4,40,0.6,60.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,1st Place,5,35.0,4,40,0.875,87.5
Scott Hoying,Rylee Arnold,34,10,Eliminated Week 6,5,30.0,4,40,0.75,75.0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,2nd Place,5,35.0,4,40,0.875,87.5
Jen Affleck,Jan Ravnik,34,9,Eliminated Week 7,5,29.0,4,40,0.725,72.5
Whitney Leavitt,Mark Ballas,34,6,Eliminated Week 10,5,33.0,4,40,0.825,82.5
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,4th Place,5,36.0,4,40,0.9,90.0
John O'Hurley,Charlotte Jorgensen,1,2,2nd Place,6,27.0,3,30,0.9,90.0
Kelly Monaco,Alec Mazo,1,1,1st Place,6,27.5,3,30,0.9167,91.67
George Hamilton,Edyta Sliwinska,2,5,Eliminated Week 6,6,23.0,3,30,0.7667,76.67
Lisa Rinna,Louis van Amstel,2,4,Eliminated Week 7,6,27.0,3,30,0.9,90.0
Stacy Keibler,Tony Dovolani,2,3,3rd Place,6,30.0,3,30,1.0,100.0
Jerry Rice,Anna Trebunskaya,2,2,2nd Place,6,23.0,3,30,0.7667,76.67
Drew Lachey,Cheryl Burke,2,1,1st Place,6,30.0,3,30,1.0,100.0
Monique Coleman,Louis van Amstel,3,4,Eliminated Week 8,6,23.0,3,30,0.7667,76.67
Joey Lawrence,Edyta Sliwinska,3,3,3rd Place,6,24.0,3,30,0.8,80.0
Mario Lopez,Karina Smirnoff,3,2,2nd Place,6,28.0,3,30,0.9333,93.33
Emmitt Smith,Cheryl Burke,3,1,1st Place,6,25.0,3,30,0.8333,83.33
Jerry Springer,Kym Johnson,3,5,Eliminated Week 7,6,18.0,3,30,0.6,60.0
John Ratzenberger,Edyta Sliwinska,4,6,Eliminated Week 7,6,19.0,3,30,0.6333,63.33
Ian Ziering,Cheryl Burke,4,4,Eliminated Week 9,6,24.0,3,30,0.8,80.0
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,6,28.0,3,30,0.9333,93.33
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,6,28.0,3,30,0.9333,93.33
Heather Mills,Jonathan Roberts,4,7,Eliminated Week 6,6,23.0,3,30,0.7667,76.67
Billy Ray Cyrus,Karina Smirnoff,4,5,Eliminated Week 8,6,21.0,3,30,0.7,70.0
Joey Fatone,Kym Johnson,4,2,2nd Place,6,27.0,3,30,0.9,90.0
Cameron Mathison,Edyta Sliwinska,5,5,Eliminated Week 8,6,25.0,3,30,0.8333,83.33
Jane Seymour,Tony Dovolani,5,6,Eliminated Week 7,6,22.0,3,30,0.7333,73.33
Sabrina Bryan,Mark Ballas,5,7,Eliminated Week 6,6,25.0,3,30,0.8333,83.33
Jennie Garth,Derek Hough,5,4,Eliminated Week 9,6,27.0,3,30,0.9,90.0
Helio Castroneves,Julianne Hough,5,1,1st Place,6,28.0,3,30,0.9333,93.33
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,6,30.0,3,30,1.0,100.0
Marie Osmond,Jonathan Roberts,5,3,3rd Place,6,23.0,3,30,0.7667,76.67
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,6,27.0,3,30,0.9,90.0
Marlee Matlin,Fabian Sanchez,6,7,Eliminated Week 6,6,21.0,3,30,0.7,70.0
Shannon Elizabeth,Derek Hough,6,6,Eliminated Week 7,6,24.0,3,30,0.8,80.0
Marissa Jaret Winokur,Tony Dovolani,6,4,Eliminated Week 9,6,26.0,3,30,0.8667,86.67
Jason Taylor,Edyta Sliwinska,6,2,2nd Place,6,24.0,3,30,0.8,80.0
Kristi Yamaguchi,Mark Ballas,6,1,1st Place,6,30.0,3,30,1.0,100.0
Mario,Karina Smirnoff,6,5,Eliminated Week 8,6,28.0,3,30,0.9333,93.33
Cloris Leachman,Corky Ballas,7,7,Eliminated Week 6,6,15.0,3,30,0.5,50.0
Susan Lucci,Tony Dovolani,7,6,Eliminated Week 7,6,23.0,3,30,0.7667,76.67
Cody Linley,Julianne Hough,7,4,Eliminated Week 9,6,23.0,3,30,0.7667,76.67
Maurice Greene,Cheryl Burke,7,5,Eliminated Week 8,6,21.0,3,30,0.7,70.0
Warren Sapp,Kym Johnson,7,2,2nd Place,6,25.0,3,30,0.8333,83.33
Lance Bass,Lacey Schwimmer,7,3,3rd Place,6,27.0,3,30,0.9,90.0
Brooke Burke,Derek Hough,7,1,1st Place,6,26.0,3,30,0.8667,86.67
Gilles Marini,Cheryl Burke,8,2,2nd Place,6,26.0,3,30,0.8667,86.67
Lawrence Taylor,Edyta Sliwinska,8,7,Eliminated Week 7,6,22.0,3,30,0.7333,73.33
Ty Murray,Chelsie Hightower,8,4,Eliminated Week 10,6,18.0,3,30,0.6,60.0
Shawn Johnson,Mark Ballas,8,1,1st Place,6,26.0,3,30,0.8667,86.67
Chuck Wicks,Julianne Hough,8,6,Eliminated Week 8,6,23.0,3,30,0.7667,76.67
Lil' Kim,Derek Hough,8,5,Eliminated Week 9,6,28.0,3,30,0.9333,93.33
Steve-O,Lacey Schwimmer,8,8,Eliminated Week 6,6,16.0,3,30,0.5333,53.33
Melissa Rycroft,Tony Dovolani,8,3,3rd Place,6,27.0,3,30,0.9,90.0
Melissa Joan Hart,Mark Ballas,9,9,Eliminated Week 6,6,23.9999,3,30,0.8,80.0
Mark Dacascos,Lacey Schwimmer,9,6,Eliminated Week 7,6,32.0,3,30,1.0667,106.67
Louie Vito,Chelsie Hightower,9,8,Eliminated Week 6,6,24.0,3,30,0.8,80.0
Michael Irvin,Anna Demidova,9,7,Eliminated Week 7,6,21.9998,3,30,0.7333,73.33
Joanna Krupa,Derek Hough,9,4,Eliminated Week 9,6,35.9999,3,30,1.2,120.0
Aaron Carter,Karina Smirnoff,9,5,Eliminated Week 8,6,32.9998,3,30,1.1,110.0
Mya,Dmitry Chaplin,9,2,2nd Place,6,33.0,3,30,1.1,110.0
Donny Osmond,Kym Johnson,9,1,1st Place,6,30.999899999999997,3,30,1.0333,103.33
Kelly Osbourne,Louis van Amstel,9,3,3rd Place,6,24.9998,3,30,0.8333,83.33
Niecy Nash,Louis van Amstel,10,5,Eliminated Week 8,6,25.9998,3,30,0.8667,86.67
Chad Ochocinco,Cheryl Burke,10,4,Eliminated Week 9,6,30.999899999999997,3,30,1.0333,103.33
Evan Lysacek,Anna Trebunskaya,10,2,2nd Place,6,27.0,3,30,0.9,90.0
Pamela Anderson,Damian Whitewood,10,6,Eliminated Week 7,6,29.9998,3,30,1.0,100.0
Nicole Scherzinger,Derek Hough,10,1,1st Place,6,35.9999,3,30,1.2,120.0
Erin Andrews,Maksim Chmerkoskiy,10,3,3rd Place,6,34.0,3,30,1.1333,113.33
Jake Pavelka,Chelsie Hightower,10,7,Eliminated Week 6,6,24.999899999999997,3,30,0.8333,83.33
Kyle Massey,Lacey Schwimmer,11,2,2nd Place,6,29.999899999999997,3,30,1.0,100.0
Jennifer Grey,Derek Hough,11,1,1st Place,6,29.0,3,30,0.9667,96.67
Rick Fox,Cheryl Burke,11,6,Eliminated Week 7,6,30.0,3,30,1.0,100.0
Kurt Warner,Anna Trebunskaya,11,5,Eliminated Week 8,6,21.9999,3,30,0.7333,73.33
Brandy,Maksim Chmerkoskiy,11,4,Eliminated Week 9,6,35.9999,3,30,1.2,120.0
Audrina Patridge,Tony Dovolani,11,7,Eliminated Week 6,6,31.9998,3,30,1.0667,106.67
Bristol Palin,Mark Ballas,11,3,3rd Place,6,27.9998,3,30,0.9333,93.33
Ralph Macchio,Karina Smirnoff,12,4,Eliminated Week 9,6,24.0,3,30,0.8,80.0
Chelsea Kane,Mark Ballas,12,3,3rd Place,6,28.0,3,30,0.9333,93.33
Kirstie Alley,Maksim Chmerkoskiy,12,2,2nd Place,6,26.0,3,30,0.8667,86.67
Hines Ward,Kym Johnson,12,1,1st Place,6,27.0,3,30,0.9,90.0
Chris Jericho,Cheryl Burke,12,7,Eliminated Week 6,6,22.0,3,30,0.7333,73.33
Romeo,Chelsie Hightower,12,5,Eliminated Week 8,6,28.0,3,30,0.9333,93.33
Kendra Wilkinson,Louis van Amstel,12,6,Eliminated Week 7,6,25.0,3,30,0.8333,83.33
David Arquette,Kym Johnson,13,6,Eliminated Week 7,6,23.0,3,30,0.7667,76.67
Ricki Lake,Derek Hough,13,3,3rd Place,6,29.0,3,30,0.9667,96.67
J.R. Martinez,Karina Smirnoff,13,1,1st Place,6,29.0,3,30,0.9667,96.67
Hope Solo,Maksim Chmerkoskiy,13,4,Eliminated Week 9,6,20.0,3,30,0.6667,66.67
Chaz Bono,Lacey Schwimmer,13,7,Eliminated Week 6,6,19.0,3,30,0.6333,63.33
Nancy Grace,Tristan MacManus,13,5,Eliminated Week 8,6,24.0,3,30,0.8,80.0
Rob Kardashian,Cheryl Burke,13,2,2nd Place,6,22.0,3,30,0.7333,73.33
William Levy,Cheryl Burke,14,3,3rd Place,6,36.0,3,30,1.2,120.0
Jaleel White,Kym Johnson,14,7,Eliminated Week 7,6,36.9998,3,30,1.2333,123.33
Roshon Fegan,Chelsie Hightower,14,6,Eliminated Week 8,6,27.9998,3,30,0.9333,93.33
Melissa Gilbert,Maksim Chmerkoskiy,14,5,Eliminated Week 8,6,30.0,3,30,1.0,100.0
Donald Driver,Peta Murgatroyd,14,1,1st Place,6,33.9999,3,30,1.1333,113.33
Gladys Knight,Tristan MacManus,14,8,Eliminated Week 6,6,24.0,3,30,0.8,80.0
Katherine Jenkins,Mark Ballas,14,2,2nd Place,6,38.9999,3,30,1.3,130.0
Maria Menounos,Derek Hough,14,4,Eliminated Week 9,6,29.999899999999997,3,30,1.0,100.0
Gilles Marini,Peta Murgatroyd,15,6,Eliminated Week 8,6,27.5,3,30,0.9167,91.67
Sabrina Bryan,Louis van Amstel,15,8,Eliminated Week 6,6,30.0,3,30,1.0,100.0
Kirstie Alley,Maksim Chmerkoskiy,15,7,Eliminated Week 8,6,27.5,3,30,0.9167,91.67
Kelly Monaco,Valentin Chmerkovskiy,15,3,3rd Place,6,27.0,3,30,0.9,90.0
Apolo Anton Ohno,Karina Smirnoff,15,5,Eliminated Week 9,6,30.0,3,30,1.0,100.0
Emmitt Smith,Cheryl Burke,15,4,Eliminated Week 9,6,26.5,3,30,0.8833,88.33
Shawn Johnson,Derek Hough,15,2,2nd Place,6,28.0,3,30,0.9333,93.33
Melissa Rycroft,Tony Dovolani,15,1,1st Place,6,29.5,3,30,0.9833,98.33
Ingo Rademacher,Kym Johnson,16,5,Eliminated Week 9,6,23.0,3,30,0.7667,76.67
Zendaya,Valentin Chmerkovskiy,16,2,2nd Place,6,25.5,3,30,0.85,85.0
Victor Ortiz,Lindsay Arnold,16,8,Eliminated Week 6,6,20.0,3,30,0.6667,66.67
Alexandra Raisman,Mark Ballas,16,4,Eliminated Week 10,6,26.0,3,30,0.8667,86.67
Jacoby Jones,Karina Smirnoff,16,3,3rd Place,6,22.5,3,30,0.75,75.0
Andy Dick,Sharna Burgess,16,7,Eliminated Week 7,6,21.5,3,30,0.7167,71.67
Kellie Pickler,Derek Hough,16,1,1st Place,6,27.0,3,30,0.9,90.0
Sean Lowe,Peta Murgatroyd,16,6,Eliminated Week 8,6,23.0,3,30,0.7667,76.67
Brant Daugherty,Peta Murgatroyd,17,7,Eliminated Week 8,6,31.0,3,30,1.0333,103.33
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,6,Eliminated Week 9,6,31.9998,3,30,1.0667,106.67
Leah Remini,Tony Dovolani,17,5,Eliminated Week 10,6,27.999899999999997,3,30,0.9333,93.33
Corbin Bleu,Karina Smirnoff,17,2,2nd Place,6,26.999899999999997,3,30,0.9,90.0
Amber Riley,Derek Hough,17,1,1st Place,6,31.999899999999997,3,30,1.0667,106.67
Bill Engvall,Emma Slater,17,4,Eliminated Week 11,6,23.9999,3,30,0.8,80.0
"Nicole ""Snooki"" Polizzi",Sasha Farber,17,8,Eliminated Week 7,6,30.0,3,30,1.0,100.0
Jack Osbourne,Cheryl Burke,17,3,3rd Place,6,26.9998,3,30,0.9,90.0
Danica McKellar,Valentin Chmerkovskiy,18,6,Eliminated Week 8,6,36.0,4,40,0.9,90.0
James Maslow,Peta Murgatroyd,18,4,Eliminated Week 10,6,35.0,4,40,0.875,87.5
Candace Cameron Bure,Mark Ballas,18,3,3rd Place,6,32.0,4,40,0.8,80.0
Charlie White,Sharna Burgess,18,5,Eliminated Week 9,6,36.0,4,40,0.9,90.0
Amy Purdy,Derek Hough,18,2,2nd Place,6,38.0,4,40,0.95,95.0
Meryl Davis,Maksim Chmerkoskiy,18,1,1st Place,6,40.0,4,40,1.0,100.0
Drew Carey,Cheryl Burke,18,8,Eliminated Week 6,6,32.0,4,40,0.8,80.0
NeNe Leakes,Tony Dovolani,18,7,Eliminated Week 7,6,33.0,4,40,0.825,82.5
Antonio Sabato Jr.,Cheryl Burke,19,8,Eliminated Week 7,6,28.0,4,40,0.7,70.0
Jonathan Bennett,Allison Holker,19,9,Eliminated Week 6,6,32.0,4,40,0.8,80.0
Lea Thompson,Artem Chigvintsev,19,6,Eliminated Week 9,6,32.0,4,40,0.8,80.0
